	claude-3-5-haiku-latest
reside	2.8046697278053023
exageración	2.376686348815455
si	2.344124790697307
resumen	2.308133823705208
interpretarse	2.2217476988701956
rima	2.194039518124897
podría	2.1879279054072267
idealización	2.163864882175819
hipérbole	2.112820523430857
depende	2.0646129792395405
finalmente	1.9721077909240528
debido	1.908476037211399
aunque	1.8931812505772825
inherentemente	1.882034393262179
cómicos	1.8498449678938893
primer	1.8105062694120846
contribuye	1.7954057284985887
elevado	1.7303396514569314
cómica	1.7130025038334213
grandilocuencia	1.676679528995248
determinar	1.6651032467356819
interpretación	1.6643817242401724
considera	1.66294275745708
consonante	1.6358674921146474
grandiosidad	1.631666266618246
descripción	1.5918090475050197
subjetivo	1.5585830074086557
inicial	1.5158181805811164

	gpt-35-turbo
humorístico	2.9970694470937826
exageración	2.87134889275095
trata	2.855238291002213
cómico	2.5845305760105086
además	2.5311521355053546
hacen	2.4466559805560895
resultar	2.1442390512497984
ADP	2.111485191143978
exagerada	1.939644454623601
sarcástico	1.8489218896168669
toque	1.8165888590283004
forma	1.7611644309390455
descripción	1.7248549085580935
debido	1.5355398603786077
sentimientos	1.5222463683846477
considera	1.5035530343875332
comparación	1.485262463409197
lector	1.4753353871388228
lectores	1.4486043000671445
exagerado	1.4483247599138211
poema	1.4363944675710294
resulta	1.4212050947900219
situación	1.41742811940351
manera	1.38435912585527
personas	1.3535801727606431
combinación	1.3496786238163452
percepción	1.2227651953933873
composición	1.184547503748453
historia	1.1652994459302597
puedan	1.1152910581970583

	gpt-41
recursos	4.094407848679273
considerarse	2.8748740758091516
comicidad	2.5136129091108366
remate	2.4574508631340044
juegos	2.381230875505217
presentado	2.353473750449583
absurdas	2.330098572560639
solemne	2.297038279772924
emplea	2.2722276888304465
burla	2.2332604810105474
ironía	2.223268817044648
parodia	2.2045711133638433
principalmente	2.157558119957669
literarios	1.98261460324841
texto	1.9246112125855968
propio	1.8710856573089911
poesía	1.8480585234789413
palabras	1.8071810951218459
provocar	1.782781739736711
literario	1.760304159628348
forma	1.7557728503362924
ello	1.60572870614758
lírico	1.5884346782939516
razones	1.5419743136923763
tampoco	1.5296807888470054
contrario	1.520150340785042
ADJ	1.5022507833758019
incluso	1.4965130223941034
irónico	1.4794240701654093
burlesca	1.4794200004417637

	gpt-4o
contenido	2.224186470439918
manera	2.0134052580313404
cómica	1.9703373775168818
humor	1.953032397059825
CCONJ	1.8249158449462863
cómicas	1.599126582944186
serio	1.5737740826350386
elección	1.5621848906968943
reír	1.5346907076426
sorpresa	1.4683850915336853
formal	1.4667839261697095
lugar	1.4625441155737846
situaciones	1.4592358542925534
descripciones	1.4534469410887418
hacer	1.4515207137138342
parece	1.4202866034939656
poema	1.383488276363229
solemnes	1.3321944870338722
características	1.2790398243019374
destacando	1.2790002358183405
entretenimiento	1.278416621460253
debido	1.2760313810752606
temática	1.240049833128262
solemne	1.202231797063649
tono	1.1991213673030336
habla	1.1615610342555347
clásica	1.1512768482813238
ADP	1.1440518526216439
concluye	1.1335687972309192
ridículas	1.131846896724845

	gpt-4o-mini
PRON	4.471377244057902
presenta	3.9308453713869187
enfoque	3.1210359760378084
través	2.979819821571362
uso	2.545230768133971
aunque	2.3372429286510497
risa	2.277739596567713
evoca	2.2727693965956406
provoca	2.1311742393200372
resumen	2.1005806520965393
así	2.0632849858771807
lucha	2.0200405059466817
sugiere	2.0141839401685093
puede	2.013455859341717
aleja	1.9774603960855206
obra	1.8847967876786205
invita	1.8806600006018899
vida	1.7447543862433796
DET	1.7300744886079804
belleza	1.714691375526536
largo	1.677792710266895
contenido	1.6633239491026672
ADP	1.6497732166617538
emocional	1.6451206048775628
hablante	1.6338086189333945
imágenes	1.6318141198805012
pesar	1.6227119069519498
situaciones	1.6033220344917525
crítica	1.5881163457650211
resalta	1.5819542333298335

	mistral-large-latest
debido	4.353621242232927
mención	3.0928299798136303
razón	3.0524592555066454
toque	2.9648562504926694
AUX	2.8274680890188764
temática	2.3620784199709006
poema	2.252435536257746
resumen	2.1387115072873284
CCONJ	2.048694231825305
ligero	1.9352852265662714
primer	1.9153334856494173
profundidad	1.8634933206814603
principal	1.8417936596121252
subraya	1.7680800880171008
añade	1.7313059679585519
profunda	1.7047192988233781
embargo	1.7045911580648745
además	1.6802452837869029
sugiere	1.6581670139453437
atmósfera	1.6316504352624446
añaden	1.6098800143406902
idea	1.562604427536256
centra	1.515654650072932
sugieren	1.4900135476142466
capa	1.4575149532363412
estrofa	1.4465958884451247
hace	1.3708805616731903
solemne	1.3613024801988416
serios	1.3558430866111062
metafórico	1.3541210376462478

	mistral-medium
refuerzan	3.598608943492032
refuerza	2.9042812973494727
ADJ	2.889956314112446
irónico	2.8025780724349545
estructura	2.7762938980349365
debido	2.5352338189093766
lírico	2.3955843963850665
exageración	2.387776279617234
grotesca	2.322359903572131
ritmo	2.194983120798022
cotidiano	2.0867004015633137
culto	2.034765883262988
vocabulario	1.9967354125430619
además	1.913109697013949
confirma	1.866307609847484
ambigüedad	1.846268047402337
elevado	1.84594329730943
formal	1.8146500027044938
grotesco	1.699580241975181
genera	1.6492095990297426
satírico	1.6303431575360976
ironía	1.6159431841740686
típico	1.6028311152050445
ausencia	1.6016376459852089
barroca	1.5843605391128373
podrían	1.54696727874902
sino	1.5237911574084644
grotescas	1.4958111497720499
exagerado	1.4376230044966638
típicos	1.380856411051868

	mistral-small
contiene	4.822842526288571
diseñado	3.8516208914424346
ADV	2.8630210827742655
contrario	2.371018271005513
intencionalmente	2.300870768841717
ser	2.190206396688018
sátira	2.17704625964293
titulado	2.1186205090879646
destinado	2.0556666680152773
CCONJ	2.026580827648251
AUX	1.9845872056886629
métrica	1.8318245670009743
diversión	1.8226889789090934
lugar	1.816579573888119
aunque	1.7643932600646692
palabra	1.7600810803191964
poema	1.6663300418479259
rima	1.6573477819126672
cómicos	1.64746783966103
gracioso	1.6222666710019045
considerar	1.564016093721494
chistes	1.5507468486464915
poético	1.4864671341373614
comedia	1.473383440516688
puede	1.3845728057400841
tradicional	1.3392727300563214
suficiente	1.251568491747227
utilizados	1.1853245157792933
crear	1.1518471321434898
sigue	1.145496334474394

