	claude-3-5-haiku-latest
hablante	2.22474383248582
sugieran	2.1007635885792415
yuxtaposición	1.8774147510888026
expresa	1.785245022455003
centra	1.373089320960334
crea	1.3674961115329722
.	1.229024744880109
propio	1.2029675305467435
provoquen	1.1247064034648615
elevado	1.1027913602026753
poeta	1.001763701163293
reverente	1.0008326216275385
imagen	0.9546837438121217
humorísticos	0.9439391931079576
DET	0.8913564071701384
admiración	0.8038826291591064
sino	0.758302590239697
sátira	0.7556940579226753
naturaleza	0.7064509948508457
trata	0.6943542939880125
incluso	0.6938527907138914
figura	0.6845381947655802
intención	0.6827246091480084
VERB	0.6813919565646953
literarios	0.6803822643166417

	gemini-20-flash
""""	4.955459193046341
comicidad	3.3079105175766585
.	2.510661918486799
incongruencia	2.4896268746225503
si	2.346939893307195
podría	2.288298156560983
reside	2.1435981522162266
depende	1.9255486201232583
exageración	1.9000312479873358
interpretarse	1.8669338834501188
hipérbole	1.7779663118719535
rima	1.6899201984261076
interpretación	1.6622835335379214
idealización	1.6426278471061257
resumen	1.6005853023094008
inherentemente	1.576455055561506
aunque	1.5609792829922
determinar	1.5242425590817492
grandiosidad	1.4709986835004976
cómicos	1.4684687997406327
grandilocuencia	1.4520102535010857
,	1.449212657452426
cómica	1.4243397407496632
sorpresa	1.3871817724211613
PUNCT	1.386762457459916
consonante	1.3830369607876067
elevado	1.3754346920335412
subjetivo	1.3744821079501095
debido	1.3234020768806933
primer	1.311813906995613

	gpt-35-turbo
exageración	2.8996474019761638
además	2.898918055244416
humorístico	2.7900085355068245
cómico	2.4037080463347626
trata	2.318339367734431
hacen	2.075900917531336
toque	1.9042145349946267
resultar	1.8783557076922037
descripción	1.8589737561565534
exagerada	1.7905157158342244
forma	1.6450260003050239
debido	1.5583106111843041
ADP	1.5418355985401662
exagerado	1.5153269969045886
poema	1.465564877336753
sarcástico	1.429634343425062
considera	1.3916385069733357
resulta	1.3251219338396096
combinación	1.3106326309334755
sentimientos	1.2844731210189584
situación	1.2616977150030007
SCONJ	1.260042685147968
manera	1.2442326621975082
lector	1.2147248659365384
palabras	1.152603383942018
lectores	1.1495232172271344
tono	1.1431047994456027
comparación	1.136280868321495
personas	1.1341654233161216
percepción	1.0549755562791994

	gpt-41
,	6.0638188133444295
recursos	3.3143807757509576
”	3.105924711203716
“	3.0926284249299165
considerarse	2.4666460732622943
juegos	2.08328498033503
emplea	1.9673519479213872
(	1.9582699179542118
burla	1.9277306570055788
literarios	1.9196266130038973
:	1.8608785430025852
remate	1.8537000180008711
principalmente	1.7443513922238854
absurdas	1.7374755460022488
comicidad	1.7167603409323366
presentado	1.7088066245648996
palabras	1.7086261335888753
solemne	1.6268743758744728
ironía	1.5572581456841708
propio	1.548181579199233
tampoco	1.5309131005935372
texto	1.5298970154797762
parodia	1.482742842105703
ADJ	1.4731529096549154
)	1.4464851436401647
forma	1.4445188039129644
ello	1.3736637926490631
razones	1.3735075293231884
poesía	1.3591340598289239
provocar	1.3091948243131155

	gpt-4o
.	2.5613680608486757
contenido	2.0415133330104416
humor	1.9456894722258191
cómica	1.934860566594146
NOUN	1.8332861579928557
manera	1.7117011310812094
elección	1.6177310148958306
CCONJ	1.608924261369411
serio	1.4742407292371946
cómicas	1.4430080605776558
lugar	1.437012917949361
situaciones	1.429080943906977
formal	1.4158148327575926
poema	1.4121235560360943
reír	1.3984444477399967
sorpresa	1.376123844193454
hacer	1.376009706236534
ADV	1.3441013428519193
parece	1.3138158528254509
palabras	1.2883117517277711
VERB	1.2824687784356394
solemnes	1.2741839734626077
destacando	1.2343461386249535
entretenimiento	1.2118889926217824
debido	1.2105942119329125
temas	1.1952029635701225
descripciones	1.1928449528058427
características	1.1833414138844323
razones	1.1821307548794873
solemne	1.1789487040801354

	gpt-4o-mini
PRON	4.609040239527402
presenta	3.700442318537917
,	3.288614188102418
enfoque	2.863401165079509
través	2.74892383664467
aunque	2.3347981075704443
uso	2.249537467494928
DET	2.189047166849839
evoca	2.057019142458385
ADP	2.0452151348466314
risa	2.035338608624236
resumen	1.99955068951247
provoca	1.9563514467004492
sugiere	1.9407990946848044
lucha	1.885811308571549
'	1.8683028329248277
así	1.822284025578877
aleja	1.8079076472741191
invita	1.7570643787363618
puede	1.713657105799456
obra	1.709868141819841
.	1.6765790689119067
imágenes	1.6581816742464985
vida	1.6164712541507003
belleza	1.5976512989523493
largo	1.5442486657177366
emocional	1.5427293027858144
hablante	1.5189319849380454
crítica	1.5121340803749879
pesar	1.4990970894928322

	mistral-large-latest
debido	3.9790639637988483
AUX	2.8111320862120377
razón	2.8070975997657457
mención	2.6549954943528595
toque	2.5581086512525864
temática	2.2712729189108125
poema	2.0848843483963218
resumen	1.898764951776875
profundidad	1.8225023299096936
principal	1.8012712824601014
primer	1.737959305402995
ligero	1.7351966623059811
embargo	1.6706298511389541
SYM	1.547611888246346
profunda	1.5309917817640892
centra	1.522308890536709
'	1.464312267643252
serios	1.4367090050351985
añade	1.433320741339054
CCONJ	1.4329446964299437
añaden	1.4285252426221227
capa	1.4068625303768723
subraya	1.384282611306705
idea	1.3790954280074585
hace	1.3678143750770007
atmósfera	1.3662131597436251
sugieren	1.332891219088167
sugiere	1.3216035552433867
solemne	1.315358500486658
estrofa	1.29713158038797

	mistral-medium
refuerzan	3.2714307255712245
PUNCT	2.908341298125751
ADJ	2.5533453532551924
estructura	2.4997172958059846
irónico	2.464124795060969
debido	2.461929759532555
refuerza	2.446829168364852
exageración	2.3399152402105527
grotesca	2.2878314710107737
lírico	2.206748873124001
,	2.1201769038812555
cotidiano	2.0455008848127036
culto	1.9872714752903335
vocabulario	1.9725401634658344
elevado	1.8956424911164398
ritmo	1.8910005159757517
confirma	1.8655761952089212
formal	1.8250444174892133
ausencia	1.6743663746004234
ambigüedad	1.618243921872441
grotesco	1.5890577762276497
barroca	1.5614088993817006
genera	1.5402575911069991
'	1.5140150996687392
ironía	1.4999644720304735
además	1.4858280570139746
podrían	1.4341587223697112
grotescas	1.4171576748171695
satírico	1.4099004515440412
típico	1.3913830780547882

	mistral-small
contiene	4.541544804926792
diseñado	3.663125776081218
ADV	2.7850262326197597
contrario	2.3158615291718365
intencionalmente	2.2622683223663214
sátira	2.2584477001702608
titulado	2.233988110316042
ser	2.1374921993602576
aunque	1.9362326409556676
destinado	1.8945758719213075
lugar	1.8616592972147885
poema	1.8507309504590355
palabra	1.8462850880481827
diversión	1.7972346943953104
métrica	1.7606181918753991
AUX	1.7303741848418988
rima	1.6844221505735126
CCONJ	1.6690533181337284
cómicos	1.5632177123561075
considerar	1.5380113744435322
gracioso	1.5105991591125958
chistes	1.4735870969038156
comedia	1.3930277656640058
tradicional	1.38589286782481
puede	1.3560300845804922
poético	1.3173674750525517
suficiente	1.1954426154665274
crear	1.1819568795227868
poética	1.1181871374682266
mismo	1.103315657921612

