	claude-3-5-haiku-latest
elección	1.4915763391514327
destacando	1.4886622501485833
contenido	1.4841797597331021
debido	1.4273242185041142
clásica	1.4235132309952132
habla	1.4072123566977428
tener	1.381457673486361
cómica	1.3781046766159517
entretenimiento	1.35917746877173
figuras	1.3386871296271248
estilo	1.2713446836270426
solemnes	1.2472436605390964
menciona	1.244547773885175
razones	1.2399623729831633
constante	1.2296596752682676
embargo	1.223702885209369
formal	1.2234173515429572
concluye	1.2159246666081815
mortalidad	1.2142875939103674
correspondido	1.2074359444376745
serio	1.20275887519995
emplea	1.2011798603605988
ADV	1.1925526954673678
reír	1.184855622992891
caracterizan	1.1759185626576705
quevedo	1.137758726618718

	gpt-4o-mini
PRON	2.685714712076552
presenta	2.258088761504076
enfoque	2.0099702745604784
,	1.888843413494291
través	1.8683344705161073
evoca	1.7739209317287934
imágenes	1.5463838089361526
largo	1.5313311453147347
risa	1.5050086968181526
aunque	1.479955564440886
.	1.4471362957298033
lucha	1.391065962246024
conexión	1.3903578278712663
uso	1.3863604838949013
provoca	1.3786214709479705
resumen	1.3767912531800444
convierte	1.3694956544155057
divertido	1.3618460647267745
así	1.353231500970198
resalta	1.343082958079023
pesar	1.3292789207941111
crítica	1.3138945518312437
relaciones	1.2743548070310553
risas	1.255177723668483
esencia	1.2343504682797766
vida	1.2317779479027005
SCONJ	1.2201986107898248
divertida	1.2189230912709637
belleza	1.2164919304185482
;	1.2158893044965366

	mistral-large-latest
debido	3.868766839832304
razón	2.662622795354895
AUX	2.526753606319624
primer	2.404734025580997
mención	2.0595464557159686
ligero	2.0518573211302753
toque	1.99627053809595
temática	1.9656462888524628
profundidad	1.904792604333953
varios	1.8797869876287707
resumen	1.8575764858686679
CCONJ	1.7019992373963788
subraya	1.587207570894227
sugieren	1.5247262076176606
embargo	1.4812336709673712
lado	1.4561630644625265
vista	1.4224399794026612
profunda	1.3783775875879305
característico	1.3544573190271505
españa	1.3467022464391043
principal	1.3163806930842405
solemne	1.3089643974473462
especie	1.2830908845635196
centra	1.2811624814757825
estrofa	1.2579349489835716
irónico	1.2474695913654994
.	1.2450787831432943
melancólicos	1.243079775348907
idea	1.2353566237649005
capa	1.2196007660174455

	mistral-medium
refuerzan	2.5514526646005002
refuerza	2.376351411412333
irónico	2.324073194682953
cotidiano	1.9101644814709478
debido	1.8418755465564203
PUNCT	1.7321422746028683
grotesca	1.703887554217373
culto	1.6171283610709077
grotesco	1.6125452122602053
estructura	1.510434251409865
genera	1.5068385309954802
lírico	1.4809998015807653
exagerado	1.4729342818253564
exageración	1.4569467924685795
ritmo	1.4247818178370002
ambigüedad	1.4189079545452714
además	1.3946419607801819
vocabulario	1.3868857962120291
cargado	1.3169536885397226
barroca	1.3152851183998668
grotescas	1.2791922328359229
alejado	1.2354635296341816
sino	1.230123225902256
caricaturesca	1.22266292432454
excesivo	1.2174230392149663
interpretarse	1.1683113610582363
elevado	1.1659565960794087
formal	1.1598958398275891
tono	1.0535408925550638
generando	1.0511394303523118

	mistral-small
contiene	2.3876837911943225
diseñado	2.3400691703042864
titulado	2.0161305280774307
contrario	1.8500266829104803
intencionalmente	1.7906374912373466
destinado	1.742468329686529
CCONJ	1.547716264601738
lugar	1.3842777047197952
métrica	1.314878687826305
aunque	1.2872309339099262
rima	1.281087180109083
ningún	1.2760221897558526
crear	1.2279976730567612
sátira	1.1861186239733095
cómicos	1.1436290529122421
diversión	1.1310984071316343
chistes	1.115559832800939
palabra	1.1098342135385528
tradicional	1.064567648410806
soneto	1.0456100941364832
suficiente	0.9922971430213954
gracioso	0.9682540127856514
ser	0.9547865913088878
lenguaje	0.9524484755646474
pieza	0.947632381412791
considerar	0.9184454077887554
embargo	0.9014192540460519
línea	0.8848171915747118
repetición	0.8797572863285575
sol	0.8609866319661602

