	claude-3-5-haiku-latest
temática	1.6732445775953595
primer	1.6692020729078743
poema	1.5907968729545323
centra	1.5411675825793487
interpretados	1.5387903648744532
añade	1.5359735025591943
humorísticos	1.4927276578294537
añaden	1.4774261344782889
ligero	1.4558113307003575
PUNCT	1.43299990539204
estrofa	1.410629714926179
idea	1.399600748887281
descripción	1.3601370274590008
atmósfera	1.3567643882285767
irónico	1.3424039452856522
podrían	1.3311822508321396
reflexivos	1.3007062652472536
difícil	1.2560273230037706
crea	1.180383280736028
poeta	1.1754665229387038

	mistral-small
contiene	3.855398497188026
diseñado	3.252659684684528
ADV	2.3891139324179225
contrario	2.3414393338868735
ser	2.1985769268790083
intencionalmente	2.113401651645156
destinado	2.068953897194165
titulado	2.0283001619667624
AUX	1.998513054169125
rima	1.9490835039287076
aunque	1.895858953301464
palabra	1.8592960038328423
sátira	1.8503097265022777
poema	1.8409119868947434
lugar	1.7959917184276766
métrica	1.7371344555324342
diversión	1.6845359885542097
tradicional	1.5983264915563276
chistes	1.5192309526221326
cómicos	1.5149746296699302
hablante	1.3775676221226594
considerar	1.31385897356222
gracioso	1.2988421846423406
CCONJ	1.2648864558002209
poético	1.2267609687489356
poética	1.1300417563193048
clasificarlo	1.1276335065376668
ningún	1.1248105728527271
crear	1.114055284139148
considerarse	1.0955806962905474

