	claude-3-5-haiku-latest
humor	1.6998481954338882
NOUN	1.69235783143461
debido	1.6851547164469804
cómica	1.6128344181863687
elección	1.560341617165657
manera	1.4763526844517674
CCONJ	1.460968572379242
sorpresa	1.4157867749101967
parece	1.3481195500968721
entretenimiento	1.2869608314713614
características	1.2132939600488506
palabras	1.2052384946389267
habla	1.1678665746376262
cómicas	1.1444208081945715
serio	1.1327909402547371
VERB	1.1324566980189537
emocional	1.1159613006727562
figuras	1.1088026349130755
ironía	1.0993648484475245
temas	1.0836461727144249
destacando	1.0810347287843
utilizado	1.0637552872290692
sarcasmo	1.0586538256098978
seriedad	1.052046629101852
clásica	1.0450301529230286

	gpt-4o-mini
PRON	4.026232689830931
presenta	3.6364308599390784
,	3.5805916553117116
aunque	2.886517087137302
enfoque	2.697233556391402
través	2.4946227285473883
uso	2.3300438191419754
resumen	2.212462661522654
DET	2.186231229811177
'	2.0879889187621172
sugiere	1.858016479418513
provoca	1.8362407130067717
risa	1.8299377867640072
evoca	1.811484264492072
aleja	1.8053450829795068
.	1.8048006958265301
lucha	1.797744644434576
ADP	1.7460119207198033
crítica	1.6072112098482432
emocional	1.5984262991555387
así	1.597246339031284
humor	1.5552552220239695
vida	1.5394344897782613
imágenes	1.4898374434656807
refuerza	1.477609598552332
idea	1.4395734053083755
puede	1.427444865512583
obra	1.4180616020109837
contexto	1.3942269083519825
contenido	1.3871809234055743

	mistral-large-latest
debido	4.427195980632882
mención	2.8840367106029987
AUX	2.758260033546229
razón	2.547432954861149
toque	2.3904455270669382
resumen	2.078399233676158
embargo	2.0001022721384936
temática	1.8974724801187262
profundidad	1.8888288442796604
.	1.8108201329637832
interpretados	1.7269526644835729
principal	1.6847191642287778
'	1.6550956233685008
SYM	1.5264651036263839
primer	1.5023903637758027
subraya	1.4407698264205995
poema	1.4360591884371616
añaden	1.4328405159037
humorísticos	1.4317104768036264
serios	1.4019637140342478
podrían	1.3863837929042322
atmósfera	1.3550599737119566
metafórico	1.352214190552589
""""	1.3420919645157725
ligero	1.3358835127491162
solemne	1.306277109480018
añade	1.3043536734618748
profunda	1.2963337052499433
descripción	1.2867239539966344
idea	1.2729705581177253

	mistral-small
contiene	4.026103219002622
diseñado	3.1983715818357554
contrario	2.5045907586192753
ADV	2.3145460293326527
intencionalmente	2.2449509580736215
rima	2.1451444340581474
aunque	2.0824357082885006
titulado	2.0069310902875204
ser	1.9938184247387485
palabra	1.9753986044919913
sátira	1.9472606594675783
destinado	1.8845112522109502
CCONJ	1.862213114784179
AUX	1.8087037609289893
cómicos	1.804796047417958
poema	1.7794939429702799
lugar	1.70992427739668
diversión	1.698977704120902
métrica	1.5591651460552456
chistes	1.4384763729657066
poético	1.2853157229867285
utilizados	1.2414899474954464
hablante	1.2163032885162646
poética	1.2060035613161841
tradicional	1.201048535649903
puede	1.1839306350242942
caso	1.181432325087253
comedia	1.1751024215345134
considerar	1.172070901277461
convencional	1.1625062639714572

