	claude-3-5-haiku-latest
lector	0.84045031200172
detallada	0.8241849362291536
puedan	0.8106183226480438
melancólico	0.801241006904702
considerado	0.7789770986230466

	gpt-41
principalmente	2.1972275060401008
considerarse	2.189357428187099
recursos	2.146662706525146
remate	2.049350091077763
ironía	2.015485926132653
presentado	1.9561956034950372
comicidad	1.9179273082781636
absurdas	1.8082993344468843
solemne	1.7701940996726007
literarios	1.768435435004937
parodia	1.678977468998391
irónico	1.5701371132426032
existencial	1.5066728164350165
burla	1.4407357577975908
propio	1.4170197893214664
juegos	1.4049173255564438
ingenio	1.3944193487967804
asociados	1.383695542063334
tras	1.3793393227294228
emplea	1.3780686040870422
texto	1.371304587383284
provocar	1.3599744304491954
burlesca	1.3591587344312321
contrario	1.3533661395737766
ligera	1.3337989636804362
marido	1.2817577439565442
ello	1.2760179430476382
resignación	1.2648344395258393
incluso	1.2443482765780394
expectativa	1.2351494300895476

	gpt-4o
CCONJ	1.9121775548339055
humor	1.8628967622297983
contenido	1.57651325999928
clásica	1.467765763393948
habla	1.4466696732255158
caracterizan	1.4323312743875238
sorpresa	1.4164734163945094
figuras	1.4155299007758633
serio	1.389597327582232
elección	1.3878344127586202
descripciones	1.3565499007338766
constante	1.33146828943056
destacando	1.323730743914247
debido	1.319049683871826
formales	1.3133427439427836
correspondido	1.2945677276063356
solemnes	1.2328141942503568
cómica	1.229467178891278
concluye	1.216952985282042
tener	1.2135787398968156
reír	1.1907639979986224
formal	1.1870336734388192
menciona	1.183363444104207
manera	1.1777588862395312
estilo	1.1704530825844568
aire	1.162005026732206
inusuales	1.1560521451318084
elementos	1.1501189839978483
entretenimiento	1.113535878201923
cómicas	1.064182381058069

	gpt-4o-mini
PRON	2.437011420889522
presenta	2.198071431722869
enfoque	2.145689317787152
través	1.9309074231646508
evoca	1.7987246454912555
largo	1.6010134857249014
uso	1.5310672219513544
divertido	1.5200088852922349
risa	1.5106192047672056
convierte	1.48355135483936
resumen	1.4774650005019765
imágenes	1.4141694176996098
provoca	1.3931817760158343
resalta	1.3907169788497842
así	1.3870234093527007
relaciones	1.3819647562711967
aunque	1.3660933872819367
puede	1.3491186732849307
conclusión	1.335340504112995
risas	1.3283465007309325
lucha	1.3212407146210368
pesar	1.3103417715750045
grandeza	1.3062897531295636
esencia	1.2908611095088844
obra	1.2788402597152206
vida	1.2782696791416974
crítica	1.2586616752457007
conexión	1.245708065404521
invita	1.2425885849700502
aleja	1.2424902255842718

	mistral-large-latest
debido	3.739306630048743
razón	2.558609341594971
AUX	2.485737848732186
primer	2.1890302742297285
CCONJ	2.135902079996626
mención	2.102353032056725
toque	2.0231240175005123
temática	1.9284589370789136
ligero	1.9039252847768613
resumen	1.8563069830608843
profundidad	1.8021593548535828
varios	1.7801875502539224
subraya	1.7334108118274187
lado	1.5678928927994873
embargo	1.5630155339238119
vista	1.4929028131234334
sugieren	1.411563398417454
profunda	1.3126044520272055
trágica	1.2804905340318484
irónico	1.2637337072190074
principal	1.2541443548255964
solemne	1.2525536508835424
centra	1.242456862542393
dolor	1.2238127087749138
característico	1.2223411694546944
encuentra	1.2156936408153034
estrofa	1.207132624099247
poema	1.198421650170657
cultural	1.1820820221369428
sugiere	1.1601519320047695

	mistral-medium
refuerzan	2.4802364854393826
refuerza	2.4584422731294326
irónico	2.2675621867091507
cotidiano	1.8205101614492236
además	1.7769409001754117
grotesco	1.589407198990623
grotesca	1.5704806205330335
debido	1.55556494771956
lírico	1.499172724450268
genera	1.4983375457784227
ritmo	1.4913476673947261
estructura	1.488425625564071
culto	1.4796203800471557
ambigüedad	1.4407602776201256
exagerado	1.3950407814252834
vocabulario	1.3452492233937516
sino	1.340866010338244
exageración	1.3353209605936411
cargado	1.326327276792089
grotescas	1.1903358654096086
barroca	1.1790877472921484
alejado	1.1765462627352548
excesivo	1.172900090268928
generando	1.1625582582325686
formal	1.1375243234984025
elevado	1.1242936899723852
caricaturesca	1.1168554101295165
ironía	1.105978066999349
fugacidad	1.0880402518053498
tono	1.0698339503031928

	mistral-small
contiene	2.375412064000492
diseñado	2.3460317326117957
titulado	1.8530609970017908
destinado	1.8337133172957454
contrario	1.7379952000907126
intencionalmente	1.7166631060049626
CCONJ	1.66970037802573
métrica	1.2460303531310728
lugar	1.2271947271086634
ningún	1.2140611113061144
aunque	1.1412519279029634
rima	1.1324555572282105
chistes	1.1113931075046704
diversión	1.094458807895732
crear	1.0924829664484859
cómicos	1.0707349347598902
palabra	1.052793349936196
gracioso	1.0364195916796677
ser	0.9890937506517624
pieza	0.9774394987657119
sátira	0.9610408220994585
suficiente	0.9234410574190178
tradicional	0.8959540665663666
considerar	0.8876838467958594
sarcástico	0.8656179706774605
línea	0.8609212721861637
soneto	0.8602521562634134
embargo	0.8400608812544822
ADV	0.8381921486855207
utilizados	0.8337827239912179

